kingdom	phylum	class	order	family	genus	MeanRelAbund	niche_breadth	category	colorcode
Bacteria	Patescibacteria	Parcubacteria	GWB1-42-6	Parcubacteria group bacterium GW2011_GWB1_42_6	Parcubacteria group bacterium GW2011_GWB1_42_6	-4.266109161	3.306122449	medium	Other
Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	unclassified_Hydrogenedensaceae	-3.826299654	2.5995086	medium	Other
Archaea	Diapherotrites	Iainarchaeia	Iainarchaeales	metagenome	metagenome	-4.464483077	1.684210526	medium	Other
Archaea	Diapherotrites	Iainarchaeia	Iainarchaeales	uncultured prokaryote	uncultured prokaryote	-3.715653275	2.964912281	medium	Other
Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	unclassified_Melioribacteraceae	-3.113059892	1.442949617	medium	Other
Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	BSV40	uncultured bacterium	-3.397765126	2.367630058	medium	Other
Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	PHOS-HE36	unclassified_PHOS-HE36	-3.62182092	2.377555873	medium	Other
Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	Ignavibacteria bacterium RIFOXYC2_FULL_38_25	-4.473190701	3.24	medium	Other
Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	unclassified_IMCC26256	unclassified_IMCC26256	-3.896916674	1.818694223	medium	Other
Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmataceae	unclassified_Izimaplasmataceae	-2.613934783	2.626457907	medium	Other
Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	uncultured Candidatus Gracilibacteria bacterium	uncultured Candidatus Gracilibacteria bacterium	-4.315801446	2.358490566	medium	Other
Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21	-3.477988438	1.592840863	medium	Other
Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus Latescibacter	-3.064082607	2.86307619	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	-4.532122252	1.856140351	medium	Other
Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured Clostridiaceae bacterium	uncultured Clostridiaceae bacterium	-3.490049119	1.94220468	medium	Other
Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	unclassified_Lineage IV	unclassified_Lineage IV	-3.277899827	1.985122317	medium	Other
Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	Elusimicrobia bacterium CG1_02_56_21	Elusimicrobia bacterium CG1_02_56_21	-4.146328046	2.163449163	medium	Other
Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured Thermoanaerobacteraceae bacterium	uncultured Thermoanaerobacteraceae bacterium	-3.364312343	2.29594306	medium	Other
Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured soil bacterium	uncultured soil bacterium	-3.888155716	3.364812419	medium	Other
Bacteria	Patescibacteria	Gracilibacteria	marine metagenome	marine metagenome	marine metagenome	-4.529871187	2.631578947	medium	Other
Bacteria	Marinimicrobia (SAR406 clade)	Marinimicrobia bacterium JGI 0000039-E15	Marinimicrobia bacterium JGI 0000039-E15	Marinimicrobia bacterium JGI 0000039-E15	Marinimicrobia bacterium JGI 0000039-E15	-3.29797144	3.112724167	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	uncultured	-3.759465905	2.657162026	medium	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	unclassified_Microbacteriaceae	-3.58342637	2.634840871	medium	Other
Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	-3.497155379	1.408351929	medium	Other
Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	-4.502302999	1.851851852	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	-4.07697113	2.547368421	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	NKB15	unclassified_NKB15	unclassified_NKB15	-3.546483676	1.949332105	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	NKB15	uncultured hydrocarbon seep bacterium BPC065	uncultured hydrocarbon seep bacterium BPC065	-4.585950686	2.571428571	medium	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	Lentisphaerae bacterium RIFOXYA12_64_32	-4.23098449	2.844444444	medium	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	uncultured Lentisphaerae bacterium	-3.464908007	2.941612604	medium	Other
Bacteria	Omnitrophicaeota	Omnitrophica WOR_2 bacterium RIFOXYA2_FULL_45_12	Omnitrophica WOR_2 bacterium RIFOXYA2_FULL_45_12	Omnitrophica WOR_2 bacterium RIFOXYA2_FULL_45_12	Omnitrophica WOR_2 bacterium RIFOXYA2_FULL_45_12	-2.923772409	2.364208265	medium	Other
Bacteria	Bacteroidetes	Ignavibacteria	OPB56	unclassified_OPB56	unclassified_OPB56	-3.396432808	1.52267658	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	-4.438488234	1.814814815	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	-4.437408248	2.86440678	medium	Other
Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus Paceibacter	-3.919314982	1.553956835	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Verrucomicrobia bacterium ADurb.Bin118	-4.198950492	3.047619048	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured Desulfovibrio sp.	-3.120402137	3.24395172	medium	Other
Bacteria	Actinobacteria	Actinobacteria	PeM15	bacterium rJ7	bacterium rJ7	-4.215282536	1.526382708	medium	Other
Bacteria	Actinobacteria	Actinobacteria	PeM15	Actinomycetales bacterium GP-5	Actinomycetales bacterium GP-5	-3.208837714	1.842191108	medium	Other
Bacteria	Actinobacteria	Actinobacteria	PeM15	unclassified_PeM15	unclassified_PeM15	-4.472996474	2.805825243	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	uncultured planctomycete	-4.191471089	1.674418605	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	unclassified_Phycisphaeraceae	-3.969475107	2.37037037	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	unclassified_AKAU3564 sediment group	-3.470710657	2.850266025	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	-2.164525162	1.97780452	medium	Other
Bacteria	Chloroflexi	Dehalococcoidia	RBG-13-46-9	uncultured bacterium	uncultured bacterium	-4.417068839	2.631578947	medium	Other
Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	metagenome	metagenome	-3.573867378	2.468154158	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	-4.818628706	1.384615385	specialist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	-3.798982848	1.639376218	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified_Rhodobacteraceae	-4.31807569	2.279132791	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	unidentified rumen bacterium RF32	-4.864772308	1.384615385	specialist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	unclassified_Mitochondria	-4.718026092	1.470588235	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	S-BQ2-57 soil group	uncultured Verrucomicrobium sp.	uncultured Verrucomicrobium sp.	-3.301752939	1.56050889	medium	Other
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unclassified_Saccharimonadales	unclassified_Saccharimonadales	-4.403295014	1.446494465	medium	Other
Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium	uncultured bacterium	-3.868709329	1.406593407	medium	Other
Bacteria	Chloroflexi	Anaerolineae	SBR1031	terrestrial metagenome	terrestrial metagenome	-3.187959486	1.867808686	medium	Other
Bacteria	Chloroflexi	Dehalococcoidia	Sh765B-TzT-20	uncultured Chlorobi bacterium	uncultured Chlorobi bacterium	-4.23351314	2.050632911	medium	Other
Bacteria	Chloroflexi	Anaerolineae	SJA-15	uncultured bacterium SHD-71	uncultured bacterium SHD-71	-3.565881631	3.035935564	medium	Other
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	GOUTB8	-4.600072877	2.333333333	medium	Other
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Paludibaculum	-4.007795949	2.666666667	medium	Other
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	TSBb06	-4.473180863	2.793103448	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	-3.754522914	2.442530359	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	-4.030067299	1.351114359	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Bacteroidetes bacterium GWE2_42_24	-2.946563157	1.417416477	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	S15A-MN91	uncultured soil bacterium	-3.980613022	1.417943107	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured Sphingobacteriales bacterium	-3.983837677	1.418565401	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	uncultured Flexibacteraceae bacterium	-5.019056088	1.470588235	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	uncultured	uncultured bacterium	-4.433987594	1.689655172	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	-3.025593625	1.743852263	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	ADurb.Bin408	Bacteroidetes bacterium ADurb.Bin408	-4.056486462	1.96	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	iron-reducing bacterium enrichment culture clone HN105	-3.718681159	2.6896	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	uncultured Sphingobacteriales bacterium	-5.065604925	2.777777778	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	unclassified_env.OPS 17	-4.481670067	2.941176471	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	SBYC-2600	uncultured organism	-3.887650793	3.070175439	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured Owenweeksia sp.	-4.239590789	3.142857143	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	S15A-MN91	uncultured Bacteroidetes bacterium	-2.79369264	3.326802524	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	-4.658730559	2.173913043	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	-3.382006638	2.28490978	medium	Other
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	-4.869189286	1.6	medium	Other
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Candidatus Marispirochaeta	-4.516030445	1.8	medium	Other
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	-3.856991753	2.07896735	medium	Other
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	uncultured	-3.015869306	3.007096142	medium	Other
Bacteria	Acidobacteria	Acidobacteriia	Subgroup 13	uncultured bacterium KF-JG30-18	uncultured bacterium KF-JG30-18	-4.268760621	2.688888889	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	uncultured soil bacterium	uncultured soil bacterium	-4.556162494	2.314285714	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	unclassified_Sva0485	unclassified_Sva0485	-3.347422236	2.657604218	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	uncultured Desulfuromonadales bacterium	uncultured Desulfuromonadales bacterium	-2.999793361	3.061005745	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	bacterium enrichment culture clone 56	bacterium enrichment culture clone 56	-4.577878791	3.266666667	medium	Other
Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	unclassified_Cyanobiaceae	-1.689071776	1.565598603	medium	Other
Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium PCC-6307	-3.051095474	1.874089934	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	-2.217086351	2.671621777	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	uncultured soil bacterium	-4.116057421	1.781818182	medium	Other
Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58	-4.334311931	2.688888889	medium	Other
Bacteria	Patescibacteria	ABY1	unclassified_ABY1	unclassified_ABY1	unclassified_ABY1	-4.656334879	2.777777778	medium	Other
Bacteria	Actinobacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	-4.077677646	2.203482046	medium	Other
Bacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	-2.788743242	2.38211237	medium	Other
Bacteria	Chloroflexi	Anaerolineae	unclassified_Anaerolineae	unclassified_Anaerolineae	unclassified_Anaerolineae	-4.202937259	2.187878788	medium	Other
Bacteria	Patescibacteria	Berkelbacteria	unclassified_Berkelbacteria	unclassified_Berkelbacteria	unclassified_Berkelbacteria	-4.605231021	2.682539683	medium	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-3.717568808	1.544766709	medium	Other
Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	-2.889304094	1.836386514	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	-2.953051739	2.330398488	medium	Other
Archaea	Euryarchaeota	unclassified_Euryarchaeota	unclassified_Euryarchaeota	unclassified_Euryarchaeota	unclassified_Euryarchaeota	-4.790106068	2.272727273	medium	Other
Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	-2.914040011	2.302309795	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	-3.384599552	1.6025878	medium	Other
Bacteria	Patescibacteria	Gracilibacteria	unclassified_Gracilibacteria	unclassified_Gracilibacteria	unclassified_Gracilibacteria	-3.782793449	1.857355126	medium	Other
Bacteria	Marinimicrobia_SAR406	unclassified_Marinimicrobia_SAR406	unclassified_Marinimicrobia_SAR406	unclassified_Marinimicrobia_SAR406	unclassified_Marinimicrobia_SAR406	-2.285237836	2.944826614	medium	Other
Bacteria	Tenericutes	Mollicutes	unclassified_Mollicutes	unclassified_Mollicutes	unclassified_Mollicutes	-3.046276515	2.764281171	medium	Other
Bacteria	Patescibacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	-3.439356685	2.546724891	medium	Other
Bacteria	Patescibacteria	unclassified_Patescibacteria	unclassified_Patescibacteria	unclassified_Patescibacteria	unclassified_Patescibacteria	-4.767482555	1.384615385	specialist	Other
Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	-3.154994883	2.832761836	medium	Other
Bacteria	Acidobacteria	Subgroup 6	unclassified_Subgroup 6	unclassified_Subgroup 6	unclassified_Subgroup 6	-3.368465403	2.066202825	medium	Other
Bacteria	Actinobacteria	WCHB1-81	unclassified_WCHB1-81	unclassified_WCHB1-81	unclassified_WCHB1-81	-3.431534301	1.876923077	medium	Other
Bacteria	Patescibacteria	WWE3	unclassified_WWE3	unclassified_WWE3	unclassified_WWE3	-4.139143167	1.528117359	medium	Other
Bacteria	Nitrospirae	Thermodesulfovibrionia	uncultured	Nitrospirae bacterium GWF2_44_13	Nitrospirae bacterium GWF2_44_13	-4.873595262	2.272727273	medium	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	uncultured archaeon	uncultured archaeon	uncultured archaeon	-1.954686536	3.34292557	medium	Other
Bacteria	Patescibacteria	Gracilibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	-3.366015947	1.758215255	medium	Other
Bacteria	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	-4.680807226	2	medium	Other
Bacteria	Marinimicrobia (SAR406 clade)	uncultured Bacteroidetes/Chlorobi group bacterium	uncultured Bacteroidetes/Chlorobi group bacterium	uncultured Bacteroidetes/Chlorobi group bacterium	uncultured Bacteroidetes/Chlorobi group bacterium	-2.337848944	2.572528262	medium	Other
Bacteria	Actinobacteria	WCHB1-81	uncultured eubacterium WCHB1-81	uncultured eubacterium WCHB1-81	uncultured eubacterium WCHB1-81	-2.974524988	2.250923449	medium	Other
Archaea	Diapherotrites	Micrarchaeia	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	-4.715213812	1.814814815	medium	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	uncultured euryarchaeote	uncultured euryarchaeote	uncultured euryarchaeote	-2.846614835	2.35053952	medium	Other
Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured Gemmatimonadales bacterium HF0200_36I24	uncultured Gemmatimonadales bacterium HF0200_36I24	uncultured Gemmatimonadales bacterium HF0200_36I24	-4.079395489	1.857819905	medium	Other
Bacteria	Chloroflexi	KD4-96	uncultured Longilinea sp.	uncultured Longilinea sp.	uncultured Longilinea sp.	-4.74691098	1.923076923	medium	Other
Bacteria	TA06	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	-2.471637247	3.018733864	medium	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	unidentified archaeon	unidentified archaeon	unidentified archaeon	-4.765699982	2.272727273	medium	Other
Bacteria	Planctomycetes	Pla3 lineage	unidentified bacterium wb1_E15	unidentified bacterium wb1_E15	unidentified bacterium wb1_E15	-4.509138744	2.578947368	medium	Other
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	PRD18C08	uncultured bacterium	-3.043884148	1.601099605	medium	Other
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	unclassified_Victivallales	unclassified_Victivallales	-4.030794725	1.800389484	medium	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	Verrucomicrobia bacterium ADurb.Bin070	Verrucomicrobia bacterium ADurb.Bin070	-3.839379689	2.110749186	medium	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	uncultured Planctomycetes Sva0500	uncultured Planctomycetes Sva0500	-4.340534265	2.137829912	medium	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	uncultured prokaryote	uncultured prokaryote	-4.222768782	2.853881279	medium	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	unclassified_WCHB1-41	unclassified_WCHB1-41	-2.290892058	3.030607023	medium	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	Lentisphaerae bacterium RIFOXYC12_FULL_60_16	Lentisphaerae bacterium RIFOXYC12_FULL_60_16	-4.111350703	3.252252252	medium	Other
Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	unclassified_Absconditabacteriales (SR1)	unclassified_Absconditabacteriales (SR1)	-2.887593453	4.091815059	generalist	Other
Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	uncultured candidate division SR1 bacterium	uncultured candidate division SR1 bacterium	-3.615063156	4.096	generalist	Other
Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	uncultured prokaryote	uncultured prokaryote	-3.164912193	4.531559647	generalist	Other
Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	metagenome	metagenome	-4.241120169	3.379310345	medium	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	archaeon GW2011_AR13	archaeon GW2011_AR13	archaeon GW2011_AR13	-2.993025941	4.014698429	generalist	Other
Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured prokaryote	-4.444931003	1	specialist	Other
Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	unclassified_UBA12409	-3.840966484	3.528	generalist	Other
Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	uncultured organism	-3.648099093	4.072639225	generalist	Other
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	-4.477115687	1	specialist	Other
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	-3.784879065	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes VC2.1 Bac22	uncultured Sphingobacterium sp.	uncultured Sphingobacterium sp.	-4.386939056	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Janthinobacterium	-5.079714739	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Eikenella	-4.933586703	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylobacillus	-4.745960999	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Dechlorosoma	-4.591059039	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	uncultured	-4.159695275	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	-4.159389707	1.055149128	specialist	Other
Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Litorilinea	-4.892089035	1	specialist	Other
Bacteria	WOR-1	candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35	candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35	candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35	candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35	-4.049403385	3.663551402	generalist	Other
Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	uncultured bacterium	uncultured bacterium	-3.646221932	1.143640278	specialist	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	Candidatus Diapherotrites archaeon ADurb.Bin253	Candidatus Diapherotrites archaeon ADurb.Bin253	Candidatus Diapherotrites archaeon ADurb.Bin253	-2.628316769	3.837814175	generalist	Other
Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	marine metagenome	marine metagenome	-3.591059039	1	specialist	Other
Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	metagenome	metagenome	-4.577866271	3.769230769	generalist	Other
Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	Candidatus Falkowbacteria bacterium GW2011_GWF2_43_32	Candidatus Falkowbacteria bacterium GW2011_GWF2_43_32	-2.97131682	3.80982389	generalist	Other
Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	unclassified_Candidatus Falkowbacteria	unclassified_Candidatus Falkowbacteria	-3.27655319	4.008829175	generalist	Other
Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	Candidatus Falkowbacteria bacterium GW2011_GWA2_41_14	Candidatus Falkowbacteria bacterium GW2011_GWA2_41_14	-3.898264228	4.520782396	generalist	Other
Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	unclassified_Candidatus Peregrinibacteria	unclassified_Candidatus Peregrinibacteria	-3.232414618	4.119412125	generalist	Other
Bacteria	Patescibacteria	Microgenomatia	Candidatus Roizmanbacteria	Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_41_24	Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_41_24	-4.613401597	3.769230769	generalist	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_26	Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_26	Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_26	-4.512964743	4	generalist	Other
Bacteria	Fibrobacteres	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible genus 03	-4.295017012	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	-4.605402132	4	generalist	Other
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	unclassified_Parachlamydiaceae	-3.675257842	3.471471471	generalist	Other
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	unclassified_Chlamydiales	unclassified_Chlamydiales	-3.55772721	4.44738541	generalist	Other
Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Oophila amblystomatis	Oophila amblystomatis	-4.961658349	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	unclassified_Chromatiaceae	-3.490070215	4.426778243	generalist	Other
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	-4.091946394	3.415300546	generalist	Other
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	-3.866399271	4.634085213	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	-2.580801336	3.384830603	medium	Other
Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	-4.319239485	1.27826087	specialist	Other
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	uncultured	microbial mat metagenome	-4.892089035	1	specialist	Other
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia	Chloroflexi bacterium RBG_13_46_14	Chloroflexi bacterium RBG_13_46_14	-3.785884653	1.031738035	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Dehalococcoidia	Burkholderiaceae	Delftia	-4.279817927	1.033324077	specialist	Other
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia	uncultured Dehalococcoides sp.	uncultured Dehalococcoides sp.	-3.782179521	1.235855988	specialist	Other
